KEGG_KO	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
K15621	5	13	0	0	2	0	0
K15624	0	4	0	0	0	0	0
K15625	0	4	0	0	0	0	0
K15626	0	8	0	0	0	0	0
K15627	2	4	0	0	0	0	12
K15628	4	28	0	21	0	98	0
K15629	8	0	0	0	0	0	0
K15631	10	1	0	3	4	9	0
K15633	1597	165	3555	1049	518	506	49
K15634	2200	105	5440	662	234	711	25
K15635	8	8	0	0	0	0	0
K15636	7	4	10	0	0	6	0
K15637	0	6	0	0	0	0	0
K15639	0	0	0	0	2	0	0
K15640	2	4	21	149	90	20	0
K15645	0	0	4	0	0	0	0
K15654	10	0	25	4	0	0	0
K15658	0	6	9	0	0	0	0
K15659	0	2	13	0	0	0	0
K15660	0	10	14	2	0	0	0
K15661	0	0	1	0	0	0	0
K15662	0	0	4	0	0	0	0
K15667	0	0	1	0	0	0	0
K15668	0	0	1	0	0	0	0
K15669	36	0	0	0	12	0	0
K15674	1368	4	1402	60	8	8	4
K15675	920	0	3449	66	4	16	8
K15676	0	0	9	0	0	0	0
K15679	0	0	1	0	0	0	0
K15680	0	5	0	0	0	0	0
K15682	2	1	0	0	0	0	0
K15683	1	0	0	1	0	0	0
K15684	2	0	8	0	0	0	0
K15686	0	6	0	0	0	0	0
K15687	0	18	0	0	0	0	0
K15688	5	6	0	0	0	0	0
K15690	0	0	0	0	1	0	0
K15691	50	0	78	4	0	0	0
K15692	40	11	61	12	4	0	0
K15694	2	1	0	0	0	0	0
K15696	8	20	38	2	0	0	0
K15698	46	3	53	3	0	0	0
K15703	6	12	0	0	0	0	0
K15706	28	13	53	12	0	0	0
K15708	0	4	0	0	0	2	0
K15710	9	10	0	5	0	80	0
K15711	13	0	0	0	0	6	0
K15713	0	11	0	0	0	0	0
K15715	2	2	0	0	0	0	0
K15718	81	0	4	0	0	0	0
K15719	1	9	0	0	0	0	0
K15721	806	8	2439	36	12	2	18
K15723	439	0	754	227	103	106	9
K15724	619	4	1265	104	36	26	22
K15725	124	23	20	10	5	18	0
K15726	411	198	138	39	39	63	41
K15727	80	91	47	8	8	20	1
K15728	90	0	136	4	1	24	0
K15731	1	1	0	4	0	19	0
K15732	98	0	120	23	1	56	0
K15733	0	22	0	0	4	0	0
K15734	8	48	4	1	0	0	0
K15735	12	0	0	0	0	0	0
K15736	555	11	177	14	4	0	5
K15738	14371	3767	31050	3435	1413	3487	240
K15739	0	0	0	0	0	8	0
K15743	10	2	15	2	0	0	0
K15744	2	0	2	0	0	16	0
K15746	1	22	0	0	8	4	0
K15755	30	6	2	0	0	0	0
K15759	2	1	0	0	0	0	0
K15765	2	0	6	0	0	2	0
K15770	963	82	2928	118	28	29	28
K15771	5138	1860	10707	770	138	376	188
K15772	585	73	1844	83	23	25	29
K15773	2	4	12	120	52	116	0
K15777	32	4	6	14	0	9	0
K15778	885	18	1164	108	21	81	24
K15779	0	0	4	4	4	21	0
K15780	2949	1678	5665	237	33	221	84
K15782	0	0	0	0	0	4	0
K15783	1007	4	2656	48	12	4	4
K15784	4	0	4	0	0	0	0
K15785	0	6	79	0	0	0	0
K15786	2	2	33	0	0	1	0
K15791	2	1	2	0	0	0	0
K15792	1242	30	2896	81	6	32	4
K15803	10	0	0	0	0	0	0
K15813	9	0	4	0	0	0	0
K15815	0	0	7	0	0	0	0
K15827	6	0	23	0	1	0	0
K15828	6	0	0	0	0	0	0
K15830	16	6	42	0	0	0	0
K15832	2	0	3	2	0	0	0
K15834	8	0	0	0	0	0	0
K15835	4	0	3	0	0	0	0
K15836	44	0	6	16	0	0	0
K15852	0	0	8	0	0	4	0
K15855	264	0	858	16	8	0	8
K15859	10	0	32	2	4	8	0
K15861	11	0	16	1	0	0	0
K15862	31	3	35	8	0	0	4
K15864	0	16	0	0	0	0	4
K15865	0	2	0	0	0	0	0
K15866	46	40	0	0	4	6	0
K15868	8	0	0	0	0	0	0
K15876	0	42	0	0	0	0	0
K15888	0	0	0	0	0	1	0
K15890	4	1	0	2	0	0	0
K15891	4	0	0	0	0	0	0
K15892	1	0	0	0	0	0	0
K15893	2	0	0	23	2	4	0
K15894	8	4	19	0	0	0	0
K15897	0	0	1	0	0	0	0
K15901	1	50	0	0	0	0	0
K15902	2	0	0	0	0	0	0
K15904	0	0	0	2	0	0	0
K15908	0	0	0	0	0	4	0
K15909	0	4	0	0	0	0	0
K15915	0	9	0	0	0	0	0
K15916	0	16	8	0	0	0	0
K15918	0	8	0	0	2	19	0
K15919	7	0	0	0	0	0	0
K15920	21	0	4	4	0	0	0
K15921	0	0	0	0	1	6	0
K15922	1009	0	2395	71	12	14	4
K15923	194	128	436	6	36	20	4
K15925	15	0	0	2	2	0	0
K15974	351	2	304	46	12	75	0
K15975	9	15	0	0	0	0	0
K15976	0	0	0	0	0	0	1
K15977	286	38	395	42	29	80	4
K15979	7	27	0	24	0	5	1
K15981	2	4	0	0	0	0	0
K15982	4	0	0	0	0	0	0
K15983	0	4	8	0	0	0	0
K15984	1535	18	2848	300	163	240	35
K15986	2211	2162	4400	240	65	192	85
K15987	31	161	10	0	4	6	0
K16011	2781	86	6419	218	24	39	28
K16012	10721	1700	19459	2253	1118	2861	193
K16013	15156	2163	29241	5125	2312	5800	220
K16014	33	80	49	0	1	12	0
K16017	0	0	1	0	0	0	0
K16018	0	0	0	0	1	0	0
K16019	15	64	9	0	0	0	0
K16029	2	0	0	0	0	0	0
K16040	14	3	0	0	0	1	0
K16044	27	0	20	0	12	6	0
K16045	0	0	8	0	4	0	0
K16046	0	2	0	0	0	0	0
K16047	0	0	4	0	0	0	0
K16049	2	0	9	0	0	0	0
K16051	0	12	0	0	0	0	0
K16052	1786	260	3299	132	42	114	50
K16053	151	4	375	2	12	8	0
K16054	4	0	0	1	0	2	0
K16055	6594	203	13454	2643	940	2863	126
K16056	0	0	2	0	0	0	0
K16059	0	0	1	0	0	0	0
K16061	4	4	0	6	0	0	0
K16063	1	8	0	0	2	2	0
K16064	1	8	0	0	0	0	0
K16065	0	1	0	0	0	0	0
K16066	915	16	1791	156	96	97	22
K16067	0	3	0	3	0	0	0
K16068	0	3	0	3	0	0	0
K16072	0	4	0	0	4	0	0
K16073	51	0	68	32	0	118	0
K16074	453	27	865	278	71	85	10
K16075	6	0	9	9	0	49	0
K16076	2017	24	3378	496	286	306	30
K16077	0	6	1	0	0	12	0
K16079	1801	24	4051	69	12	12	13
K16080	72	0	544	4	0	0	0
K16085	3	0	1	0	0	0	0
K16087	8501	124	15994	1171	386	512	160
K16088	75	36	1579	92	19	155	0
K16089	7720	82	14788	1055	345	355	152
K16090	469	98	1181	61	26	58	5
K16091	39	7	26	0	14	0	0
K16092	2022	56	5867	169	28	61	10
K16093	0	0	10	0	0	0	0
K16094	4	0	14	0	0	0	0
K16095	4	0	30	0	0	0	0
K16123	0	0	12	2	0	0	0
K16125	0	3	2	0	0	0	0
K16127	4	0	4	0	0	0	0
K16128	6	0	19	0	0	0	0
K16129	0	0	4	0	0	0	0
K16136	263	0	210	22	2	13	4
K16137	442	230	416	132	108	227	0
K16139	1311	19	3021	57	17	6	14
K16140	0	0	3	0	0	0	0
K16141	0	16	0	0	0	0	0
K16144	0	16	0	0	0	0	0
K16145	0	4	0	0	0	0	0
K16146	10	29	0	0	4	4	1
K16147	24	358	71	1767	742	2246	6
K16148	30	159	11	703	303	1040	0
K16149	4	0	0	0	0	0	0
K16150	93	27	82	6	0	0	2
K16152	0	0	1131	38	4	4	0
K16161	10	0	0	0	0	0	0
K16163	0	24	0	0	0	0	0
K16164	4	27	0	0	0	0	0
K16165	651	48	1944	37	22	12	8
K16169	3768	2714	7328	654	95	334	133
K16170	0	2	1	0	0	0	0
K16171	20	0	2	0	4	10	0
K16173	8	2	2	0	0	0	0
K16174	2	0	0	0	0	0	0
K16175	0	9	0	0	0	0	0
K16185	0	2	0	0	0	14	0
K16186	0	0	0	0	0	40	0
K16189	0	0	0	3	0	0	0
K16190	6	0	0	0	0	0	0
K16191	0	3	4	2	0	0	0
K16193	10	0	2	22	0	0	1
K16194	35	2	44	4	0	0	0
K16196	9	11	0	8	4	14	0
K16197	128	0	165	3	0	0	0
K16198	0	8	0	0	0	0	0
K16199	0	0	0	0	2	0	0
K16201	0	7	1	0	0	0	0
K16202	8	12	7	38	0	0	0
K16203	1111	5	2269	68	16	24	26
K16208	0	0	7	0	0	0	0
K16209	77	22	81	376	358	734	8
K16210	3978	22	6861	690	110	596	140
K16211	590	758	1855	42	32	36	9
K16214	55	0	192	0	0	0	4
K16216	2	0	0	4	8	11	0
K16217	0	0	3	0	0	2	0
K16219	0	0	0	0	8	8	0
K16220	0	3	0	0	0	0	0
K16222	0	0	0	0	0	0	2
K16223	3	0	0	0	0	0	0
K16227	0	4	0	0	0	0	0
K16228	24	8	0	0	0	0	0
K16229	24	8	0	0	0	0	0
K16230	0	0	0	0	0	2	0
K16234	1113	14	2688	30	13	16	4
K16235	4619	1813	8730	508	194	369	86
K16236	998	1606	1708	47	20	36	14
K16237	2	51	443	12	0	0	0
K16238	20	35	4	34	8	16	0
K16240	2	0	0	0	0	0	0
K16243	0	8	0	0	0	0	0
K16246	8	10	0	0	0	0	0
K16247	29	8	12	2	0	0	6
K16248	4	0	9	0	0	0	4
K16250	2	0	0	0	0	0	0
K16251	7	1	0	0	0	0	0
K16252	4	0	0	0	0	0	0
K16257	0	8	0	0	0	0	0
K16258	4	0	0	0	0	0	0
K16259	0	6	0	0	0	0	0
K16261	12	13	18	119	6	349	0
K16263	6	0	11	0	0	0	0
K16264	4282	1847	8700	1201	394	1205	81
K16267	0	0	4	0	2	4	0
K16271	1	0	0	0	0	0	0
K16273	0	1	0	0	0	0	0
K16275	0	8	0	0	1	0	0
K16276	4	0	1	0	0	0	0
K16277	4	0	0	0	0	0	0
K16278	4	0	0	0	0	0	0
K16279	1	0	5	4	0	16	2
K16280	6	0	4	6	0	0	0
K16282	8	0	2	0	0	0	0
K16283	2	0	0	0	0	0	0
K16286	5	21	0	0	0	0	0
K16287	0	86	0	0	0	0	0
K16288	0	4	0	0	0	0	0
K16289	0	0	4	0	0	0	0
K16290	2	5	0	0	0	0	0
K16291	97	7	1028	43	19	35	0
K16292	15	7	4	0	0	2	2
K16295	0	6	0	0	0	0	0
K16296	13	3	0	1	4	5	0
K16297	23	0	0	8	0	10	1
K16298	0	4	0	0	4	9	0
K16299	22	0	61	3	0	4	0
K16300	698	0	439	22	2	4	0
K16301	1018	1031	842	183	43	281	42
K16302	8	8	0	23	6	37	0
K16303	0	0	0	0	0	8	0
K16307	150	12	180	4	0	0	0
K16309	6	1	0	0	2	0	0
K16310	4	6	0	1	0	4	0
K16311	8	2	2	0	0	0	0
K16312	0	2	0	0	0	0	0
K16313	0	4	0	0	0	0	0
K16315	34	0	70	4	2	7	0
K16319	0	8	0	4	10	0	0
K16321	603	0	1217	158	38	131	16
K16322	1219	15	2553	416	294	292	19
K16323	2491	5017	3728	151	40	83	78
K16324	10	0	8	6	0	0	0
K16325	10	0	0	0	0	0	0
K16328	587	8	1863	46	2	12	26
K16329	470	3	1295	39	10	0	16
K16330	0	11	0	0	0	0	0
K16332	0	2	1	0	0	0	0
K16333	0	4	0	0	0	0	0
K16335	0	1	0	0	0	0	0
K16336	9	4	0	0	0	0	0
K16340	0	0	0	0	2	1	0
K16342	0	12	0	0	0	2	0
K16345	1722	13	3322	120	63	117	38
K16346	12	0	8	0	0	32	8
K16347	8	0	2	4	2	6	0
K16348	12	0	57	14	6	16	0
K16349	0	8	0	0	0	0	0
K16351	0	7	0	0	0	0	0
K16353	6	17	0	0	0	0	0
K16355	0	4	0	0	0	0	0
K16357	0	4	0	0	0	0	0
K16358	4	8	0	0	0	0	0
K16359	0	8	0	0	0	0	0
K16360	0	15	0	0	0	0	0
K16362	0	0	0	2	0	8	0
K16363	4	8	21	2	0	0	0
K16364	0	4	0	0	0	0	0
K16365	0	0	0	0	0	18	0
K16368	0	0	0	0	0	12	0
K16369	1	24	0	3	0	53	0
K16370	2171	89	3662	494	189	211	61
K16371	12	0	0	0	0	2	0
K16395	20	0	0	0	0	0	0
K16416	0	9	1	0	0	0	0
K16420	6	0	0	0	0	0	0
K16422	6	0	506	4	2	0	1
K16428	0	0	2	0	0	0	0
K16429	0	0	2	0	0	0	0
K16440	0	0	36	6	0	0	0
K16444	0	0	36	6	0	0	0
K16449	8	2	2	0	0	0	0
K16454	0	4	0	0	0	0	0
K16458	0	1	0	0	0	0	0
K16459	0	26	0	0	0	0	0
K16462	4	30	4	2	0	0	0
K16463	0	1	0	0	0	0	0
K16465	16	0	0	0	0	0	0
K16466	0	0	0	4	8	5	0
K16467	0	4	0	0	0	0	0
K16468	0	13	0	0	0	2	0
K16469	2	4	0	0	0	0	0
K16471	0	1	0	0	0	0	0
K16473	0	1	0	0	0	0	0
K16474	0	5	0	0	0	4	0
K16476	0	12	0	0	0	0	0
K16477	0	12	0	0	0	0	0
K16478	0	1	0	0	0	0	0
K16479	1	1	0	0	1	0	0
K16481	1	4	0	0	1	0	0
K16482	0	0	4	0	0	0	0
K16484	2	0	0	0	0	0	0
K16488	0	2	0	0	0	0	0
K16489	30	0	0	0	0	0	0
K16492	0	3	0	0	0	0	0
K16493	4	80	0	0	0	0	8
K16494	0	24	0	0	0	0	0
K16495	4	88	0	0	0	0	8
K16496	7	104	0	0	0	0	8
K16497	4	74	0	0	0	0	8
K16498	4	100	0	0	0	0	8
K16499	0	16	0	0	0	0	0
K16500	0	3	0	0	1	0	0
K16501	0	3	0	0	0	0	1
K16502	0	11	0	0	0	0	1
K16506	28	54	19	4	5	4	0
K16507	5	18	6	1	4	1	3
K16509	577	160	1177	50	16	45	13
K16510	1	0	0	0	0	0	0
K16511	1317	346	2327	85	8	134	36
K16512	0	5	0	0	0	0	0
K16513	17	161	3	0	0	2	0
K16514	0	22	8	0	6	1	0
K16515	0	0	0	0	0	8	0
K16516	12	0	30	0	2	0	0
K16517	0	0	5	0	0	0	0
K16519	0	20	0	0	0	0	0
K16526	0	8	0	0	0	0	0
K16527	0	8	0	0	0	0	0
K16529	0	13	0	0	0	0	0
K16532	0	0	0	1	0	0	0
K16533	0	7	4	0	2	1	0
K16534	8	162	0	0	0	0	6
K16535	4	0	0	0	0	0	0
K16537	1	0	0	0	0	0	0
K16540	0	4	0	2	0	0	0
K16542	13	0	0	0	0	0	0
K16543	5	114	0	0	2	0	0
K16545	11	0	4	0	0	1	0
K16547	3	3	0	0	0	0	0
K16548	1	0	0	0	0	0	0
K16549	13	19	0	0	0	0	0
K16550	0	15	3	0	0	0	0
K16551	1	4	0	0	1	0	0
K16552	4	0	0	0	0	0	0
K16554	20	23	2	0	2	9	2
K16555	4	0	27	6	3	2	0
K16556	0	0	0	0	1	0	0
K16557	12	0	10	0	0	0	0
K16558	6	8	0	0	0	0	0
K16559	6	10	0	0	0	0	0
K16560	4	0	0	0	0	0	0
K16561	46	0	86	4	4	0	0
K16564	0	0	4	4	3	2	0
K16566	1	0	0	0	0	0	0
K16567	4	0	0	0	8	0	0
K16569	0	19	0	1	0	22	0
K16570	7	4	0	0	0	12	0
K16571	1	24	0	0	0	0	0
K16573	4	0	0	0	1	0	0
K16575	4	0	0	6	12	20	0
K16578	4	24	0	0	0	2	0
K16582	1	0	0	2	0	0	0
K16586	4	0	0	0	0	0	0
K16593	8	0	0	0	0	0	0
K16594	0	0	0	1	0	0	0
K16601	1	1	0	0	0	0	0
K16602	1	3	0	0	0	0	0
K16603	0	8	0	0	0	0	0
K16606	2	3	0	0	0	0	0
K16608	6	0	0	2	0	0	0
K16609	0	2	2	0	0	0	0
K16613	1	0	0	0	0	0	0
K16616	5	0	0	0	0	0	0
K16617	2	1	0	0	0	0	0
K16618	0	0	2	0	0	0	0
K16620	1	0	0	0	0	0	0
K16621	1	0	2	0	0	0	0
K16622	0	19	0	0	0	0	0
K16628	0	30	0	0	0	0	0
K16629	0	1	0	0	0	0	0
K16630	0	4	0	0	0	0	0
K16631	0	16	0	0	0	0	0
K16634	0	14	0	0	0	0	0
K16647	0	6	0	0	0	0	0
K16648	4	28	0	0	0	0	0
K16649	0	41	0	0	0	0	0
K16650	288	262	131	1274	795	1508	4
K16652	0	20	0	0	0	0	0
K16653	16	50	7	2	0	0	0
K16656	0	0	0	6	0	0	0
K16660	0	4	0	0	0	0	0
K16661	0	6	0	0	0	0	0
K16663	0	6	0	0	0	0	0
K16665	0	14	0	0	0	0	0
K16667	6	24	0	0	0	0	0
K16669	13	31	10	2	4	1	0
K16670	6	7	1	0	0	0	0
K16671	6	9	1	0	0	0	0
K16672	6	7	1	0	0	0	0
K16673	0	0	0	1	0	0	0
K16674	1	3	0	0	0	0	0
K16675	18	15	4	6	0	0	0
K16676	1	0	0	0	0	0	0
K16679	4	2	0	8	2	2	0
K16680	11	77	16	4	8	5	5
K16681	2	26	0	0	0	0	0
K16682	2	19	0	0	0	0	0
K16683	2	0	1	2	0	0	0
K16685	3	7	1	0	0	0	0
K16686	16	490	1	6	2	6	0
K16687	0	122	0	2	2	0	2
K16688	62	404	66	2	3	0	9
K16690	0	6	2	0	0	0	0
K16691	1	0	1	0	0	0	0
K16692	176	8	278	224	108	145	0
K16693	12	0	0	12	0	0	0
K16695	0	0	0	0	4	0	0
K16696	0	1	4	4	1	8	0
K16698	1	2	8	0	0	0	0
K16700	0	0	1	0	0	8	0
K16701	10	0	34	0	2	0	0
K16702	14	0	34	0	0	0	0
K16703	0	0	0	0	24	0	0
K16704	0	12	0	0	20	0	0
K16707	8	0	0	3	1	11	4
K16709	0	0	0	4	18	12	0
K16710	12	6	0	12	0	12	0
K16711	0	1	0	0	0	0	0
K16716	1	0	0	0	0	0	0
K16717	2	13	0	0	0	0	0
K16718	13	0	0	0	0	0	0
K16719	0	1	0	0	0	0	0
K16724	1	11	0	1	0	0	0
K16725	2	66	0	0	0	0	0
K16726	12	41	0	0	0	0	0
K16727	0	5	0	0	0	1	0
K16728	1	0	0	0	0	0	0
K16731	0	2	0	0	0	0	0
K16732	37	4	24	32	0	4	0
K16733	33	7	72	5	0	34	0
K16734	0	4	1	0	0	0	0
K16740	2	0	0	0	0	0	0
K16742	0	1	0	0	0	0	0
K16743	2	6	2	0	0	0	0
K16744	1	12	0	0	0	0	0
K16746	1	0	0	0	0	0	0
K16747	0	16	0	0	0	0	0
K16749	4	0	0	0	0	0	0
K16751	0	1	6	0	0	0	0
K16753	1	0	0	0	0	0	0
K16756	0	16	1	0	0	0	0
K16761	0	6	0	0	0	0	0
K16765	3	5	0	0	0	0	0
K16766	82	14	151	4	0	0	0
K16768	5	3	0	0	0	0	0
K16772	0	2	0	0	0	0	0
K16773	4	0	0	0	0	0	0
K16774	0	4	0	0	0	0	0
K16776	8	8	0	0	0	0	0
K16779	0	3	0	0	0	0	0
K16781	1	0	0	0	0	0	0
K16783	387	10	788	48	16	4	0
K16784	688	62	1630	55	2	18	4
K16785	18598	4363	38903	5222	1759	4983	354
K16786	29750	9031	60516	6596	2265	6263	622
K16787	29174	6985	59902	6716	2288	6248	560
K16788	300	16	578	14	22	0	17
K16789	548	476	872	82	2	90	25
K16790	4	8	0	0	0	0	0
K16791	2	0	0	0	0	0	0
K16794	1	8	3	20	1	43	0
K16796	0	12	0	0	0	0	0
K16797	2	2	3	0	0	0	0
K16798	2	2	3	0	0	0	0
K16799	2	2	3	0	0	0	0
K16803	87	5	149	4	0	20	0
K16804	75	81	95	3	0	0	2
K16806	0	0	5	0	0	0	0
K16808	0	49	4	3	0	0	2
K16809	9	0	0	0	0	0	0
K16812	0	11	12	0	0	0	0
K16814	2	0	0	0	0	0	0
K16815	4	0	0	0	0	0	0
K16816	2	0	0	0	0	0	0
K16819	2	6	0	0	0	2	0
K16821	2	0	1	2	0	0	0
K16822	2	0	1	2	0	0	0
K16823	0	0	2	1	0	0	0
K16830	0	3	0	0	0	0	0
K16831	2	2	0	0	0	0	0
K16833	5	1	4	1	0	0	0
K16839	66	0	0	4	0	13	0
K16840	14	0	0	8	12	4	0
K16841	17	0	8	0	5	16	0
K16842	87	19	0	10	4	12	2
K16843	56	12	343	18	1	2	4
K16846	19	26	8	0	0	12	0
K16847	0	8	0	0	1	0	0
K16848	0	14	0	0	4	0	0
K16850	21	0	8	0	0	0	0
K16851	0	0	0	0	0	6	0
K16856	119	11	674	39	0	4	0
K16857	0	9	0	0	0	0	0
K16860	2	0	0	0	0	0	0
K16865	4	0	2	0	0	0	0
K16868	786	25	1301	130	52	79	38
K16869	1150	120	1524	71	8	76	16
K16870	0	16	0	18	0	0	0
K16871	1	7	9	0	0	0	0
K16872	11	12	0	0	0	0	0
K16874	104	0	188	16	0	4	1
K16876	3	0	0	0	0	0	0
K16877	0	8	0	0	0	0	0
K16879	0	0	0	10	0	4	0
K16881	0	26	0	0	0	0	0
K16882	0	16	0	0	0	0	0
K16892	0	2	0	0	0	0	0
K16895	2	20	0	0	2	0	0
K16896	0	0	1	0	0	0	0
K16898	9954	7440	19473	751	143	401	195
K16899	9661	6547	20803	738	192	474	208
K16900	1	1	0	0	0	0	0
K16903	1	0	0	0	0	0	0
K16905	0	0	1	0	0	0	0
K16910	2	0	0	0	0	0	0
K16911	6	47	0	3	1	0	0
K16912	0	1	0	0	0	6	0
K16913	3	0	2	0	0	0	0
K16914	0	0	4	0	0	0	0
K16915	12	0	26	0	4	0	0
K16921	0	0	2	0	0	0	0
K16922	14	20	0	0	8	0	0
K16923	1795	45	3769	75	33	146	25
K16924	8	738	12	0	4	0	8
K16925	3641	1455	8026	1015	472	1146	88
K16926	1693	35	3798	545	279	326	25
K16927	1298	45	2542	156	28	33	18
K16936	0	0	0	1	0	0	0
K16937	0	4	0	1	0	0	0
K16938	0	42	0	10	8	89	0
K16939	4	64	0	0	0	0	0
K16940	0	6	0	0	0	0	0
K16941	0	22	0	0	0	0	0
K16942	0	4	0	4	0	4	0
K16943	0	0	0	0	0	4	0
K16944	60	36	66	19	14	19	0
K16945	30	8	60	9	0	36	0
K16946	30	8	60	9	0	29	0
K16947	0	0	0	0	0	1	0
K16948	44	0	46	16	4	72	0
K16957	0	22	0	0	0	0	0
K16958	21	6	10	0	0	0	0
K16959	64	16	36	0	0	0	0
K16960	23	32	107	4	1	0	0
K16961	553	0	598	77	44	71	10
K16962	1030	8	1262	73	27	25	20
K16963	2723	49	3693	183	110	209	55
K16965	16	0	3	6	10	0	0
K16968	4	0	0	0	0	0	0
K17045	0	1	0	0	0	0	0
K17050	440	0	2024	123	36	79	13
K17051	81	4	413	14	11	8	0
K17053	0	0	0	0	4	23	0
K17062	0	0	3	0	0	0	0
K17063	0	11	9	0	0	2	0
K17064	0	0	6	0	0	0	0
K17065	179	49	260	99	0	235	0
K17066	14	0	1	2	0	0	0
K17067	2	0	12	9	14	490	0
K17069	0	20	4	0	0	68	0
K17073	5612	179	12747	1275	341	731	155
K17074	3538	69	7938	435	70	184	123
K17076	1893	1307	4263	341	57	91	64
K17079	0	8	0	0	0	0	0
K17080	2	12	0	12	0	51	0
K17081	1	11	0	0	18	60	0
K17082	13	13	2	0	0	0	0
K17083	13	13	2	0	0	0	0
K17085	1	0	0	0	0	0	0
K17086	162	42	60	13	3	37	0
K17087	12	0	0	0	0	0	0
K17094	0	8	0	0	0	0	0
K17095	2	10	0	0	0	4	0
K17098	2	0	0	0	0	0	0
K17100	0	0	0	0	0	5	0
K17101	0	4	0	0	0	0	0
K17103	1470	76	2832	132	21	61	38
K17108	6	0	0	0	0	2	0
K17193	26	0	0	0	0	0	0
K17195	664	10	1274	210	10	6	7
K17197	0	12	0	0	0	0	4
K17198	0	2	0	0	0	0	0
K17199	0	0	0	0	0	2	0
K17202	0	0	2	6	12	8	0
K17203	1	2	4	6	0	22	0
K17204	30	8	19	8	23	94	0
K17205	6	0	0	3	10	0	0
K17206	0	0	0	0	0	18	0
K17207	0	0	6	0	4	8	0
K17208	0	0	0	0	0	4	0
K17209	507	0	1473	69	24	403	0
K17210	22	0	42	1	0	4	0
K17213	7	0	0	3	18	18	0
K17214	13	0	8	0	0	19	0
K17215	458	18	1473	39	81	587	18
K17216	0	4	0	0	0	0	0
K17217	19	2653	9	4	0	0	20
K17218	8	16	59	2	4	0	0
K17222	9	4	0	0	0	0	0
K17224	0	16	1	0	0	0	0
K17225	2	0	4	2	0	0	0
K17226	3	9	0	0	0	0	0
K17227	12	0	4	0	0	4	0
K17228	39	4	4	0	0	0	0
K17232	1	203	1	2	0	0	0
K17233	4	203	1	2	0	0	0
K17235	3	0	9	0	0	0	0
K17236	0	4	0	0	0	0	0
K17237	4	34	6	0	0	0	0
K17238	4	0	14	1	0	0	0
K17240	1871	23	3706	351	49	85	60
K17241	78	0	44	2	0	0	0
K17242	1125	24	1908	29	3	6	1
K17243	214	0	367	24	0	0	0
K17244	3	0	2	0	0	1	0
K17245	0	0	2	0	0	0	0
K17247	4	5	0	0	0	0	0
K17248	10	0	0	0	2	0	0
K17255	149	12	192	74	0	63	0
K17256	39	1	70	0	0	0	0
K17257	131	0	192	0	0	0	0
K17258	2	0	0	0	0	0	0
K17260	0	0	0	0	4	60	0
K17261	1	1	0	0	1	13	0
K17263	4	0	0	0	0	0	0
K17264	0	6	0	0	0	0	0
K17265	2	7	0	0	0	0	0
K17266	0	0	0	0	0	1	0
K17267	59	14	50	16	0	74	0
K17268	0	0	0	0	0	1	0
K17270	0	12	0	0	0	0	0
K17275	21	40	5	30	16	98	0
K17276	21	0	0	0	0	0	0
K17277	0	96	0	1	2	0	0
K17278	1	0	0	11	0	4	0
K17279	63	0	75	0	0	14	0
K17280	0	6	0	0	0	0	0
K17283	0	0	2	0	0	0	0
K17284	0	2	0	1	0	0	0
K17285	4	14	4	0	0	0	0
K17286	8	2	0	0	0	0	0
K17290	0	0	0	0	0	8	0
K17294	0	0	7	0	0	2	0
K17295	0	4	0	0	0	0	0
K17299	4	238	0	0	0	4	0
K17301	110	27	139	15	8	76	0
K17302	46	0	108	34	8	50	0
K17307	6	13	8	0	0	0	0
K17315	22	14	55	0	8	0	0
K17316	3	38	7	0	0	0	0
K17317	4	20	0	0	0	0	0
K17318	4537	37	10764	476	38	41	46
K17319	2501	4	5564	273	27	18	13
K17320	2414	4	5371	290	34	14	34
K17321	12	4	0	0	12	0	0
K17322	4	6	0	0	0	0	0
K17323	10	16	0	0	0	0	0
K17324	0	2	0	0	4	5	0
K17325	0	6	10	0	0	0	0
K17326	43	0	208	0	0	4	0
K17327	448	0	1648	141	18	0	4
K17328	2	0	19	0	0	0	0
K17329	76	26	56	717	220	527	2
K17330	1381	87	3962	665	203	531	34
K17331	46	24	2	491	222	392	0
K17333	0	6	0	0	0	0	0
K17334	0	4	0	0	0	0	0
K17335	5	9	0	0	0	0	0
K17336	21	0	0	0	0	0	0
K17340	1	83	2	0	0	0	0
K17341	17	24	29	8	2	0	0
K17342	4	0	0	0	0	0	0
K17343	1	0	0	2	0	0	0
K17344	1	0	0	0	0	0	0
K17347	0	3	0	0	0	0	0
K17350	0	7	7	0	0	0	0
K17351	0	10	0	0	0	0	0
K17353	0	0	0	12	0	0	0
K17359	1	2	0	0	0	0	0
K17360	0	2	0	0	0	0	0
K17361	1	0	0	0	0	0	0
K17362	9	12	0	0	0	0	0
K17363	2	0	0	0	0	0	0
K17387	25	4	0	0	0	8	0
K17388	147	4	180	4	0	0	0
K17391	4	10	0	1	0	0	0
K17392	0	10	0	0	0	0	0
K17398	65	6	1797	29	8	1	2
K17399	14	6	3	0	0	1	0
K17401	1	0	0	0	0	0	0
K17402	2	0	0	0	8	3	0
K17408	0	0	0	4	0	0	0
